Episode,Average_Reward,Maximum_Reward,Minimum_Reward
0,-501.5483775955675,-378.1775760016971,-710.6409123943879
50,-546.2558429695094,-328.22193592007415,-759.5331594537263
100,-104.85418405917588,-77.71123504862534,-142.5087516098715
150,-183.85807070804756,-5.41589676168698,-301.6921237842829
200,-115.7070611455731,99.46326751708402,-322.28897587633725
250,46.57472084115891,261.00372466162867,-83.51814745818209
300,-100.69238303153108,260.50893838266404,-635.4540382805646
350,-65.26661494254672,39.061160208377736,-303.33434909890457
400,7.938975186319611,256.11450652443773,-489.9685678435924
450,-42.14558173290359,244.8703957164969,-182.84852472587244
500,104.54342846535167,262.4273223153773,-190.9609640262479
550,21.338231900941274,264.1414452888491,-87.32817735620664
600,-13.576877382232373,219.8941687740809,-98.24399694226501
650,-68.63160880159896,-27.930347453774402,-109.36568737942724
700,-40.86817059263194,240.0941442630014,-207.30596205272394
750,-6.948276342900686,280.96387058812405,-175.90742579437898
800,-62.50825711695607,257.0954962144071,-233.87318465032502
850,-91.47203864596042,228.58118659826852,-302.51807278876845
900,-103.4093307758795,-15.518149767667097,-214.03656934411885
950,-157.08182764242497,14.350084232903185,-232.99852802504444
