Episode,Total_Reward,Steps,Epsilon,Learning_Rate,Average_Loss,Action_0_Percentage,Action_1_Percentage,Action_2_Percentage,Action_3_Percentage
0,-96.20041235763568,80,0.9950195566196387,0.000994896213044336,0.0,0.25,0.225,0.275,0.25
1,-213.6025984596081,109,0.9900639180555424,0.0009898184747299606,0.0,0.21100917431192662,0.3853211009174312,0.1743119266055046,0.22935779816513763
2,-126.13316640342401,80,0.9851329607687281,0.0009847666521101584,0.0,0.3,0.2,0.225,0.275
3,-241.35752251564497,141,0.9802265618354918,0.0009797406129167456,0.0,0.19858156028368795,0.20567375886524822,0.3262411347517731,0.2695035460992908
4,-120.26626102793999,104,0.975344598944344,0.0009747402255566067,0.0,0.27884615384615385,0.2692307692307692,0.15384615384615385,0.2980769230769231
5,-142.3672582133422,74,0.9704869503929605,0.0009697653591082497,0.0,0.2702702702702703,0.2972972972972973,0.25675675675675674,0.17567567567567569
6,-144.9595869466581,119,0.9656534950851489,0.000964815883318378,0.0,0.2857142857142857,0.2605042016806723,0.226890756302521,0.226890756302521
7,-125.07031546885405,76,0.9608441125278293,0.0009598916685984801,0.0,0.3026315789473684,0.2631578947368421,0.23684210526315788,0.19736842105263158
8,-158.50540174857082,98,0.956058682828031,0.0009549925860214364,0.0,0.25510204081632654,0.2857142857142857,0.14285714285714285,0.3163265306122449
9,-361.37735726964036,93,0.9512970866899032,0.0009501185073181442,0.0,0.3010752688172043,0.3333333333333333,0.17204301075268819,0.1935483870967742
10,-246.95044588005052,91,0.9465592054117414,0.0009452693048741588,0.0,0.23076923076923078,0.18681318681318682,0.2857142857142857,0.2967032967032967
11,-330.5656648050916,98,0.9418449208830285,0.0009404448517263523,0.0,0.21428571428571427,0.24489795918367346,0.24489795918367346,0.29591836734693877
12,-195.79900599393673,84,0.9371541155814898,0.0009356450215595899,0.0,0.23809523809523808,0.2261904761904762,0.2619047619047619,0.27380952380952384
13,-178.48015048416303,76,0.9324866725701636,0.000930869688703422,0.0,0.2236842105263158,0.18421052631578946,0.3684210526315789,0.2236842105263158
14,-394.0504215234248,106,0.9278424754944864,0.0009261187281287943,0.0,0.29245283018867924,0.2641509433962264,0.2169811320754717,0.22641509433962265
15,-46.58970856028678,79,0.9232214085793918,0.0009213920154447743,0.0,0.1518987341772152,0.25316455696202533,0.379746835443038,0.21518987341772153
16,-316.67837764951435,104,0.9186233566264248,0.0009166894268952941,0.0,0.21153846153846154,0.23076923076923078,0.2692307692307692,0.28846153846153844
17,-259.90519984272646,96,0.9140482050108695,0.0009120108393559106,0.0,0.2708333333333333,0.22916666666666666,0.2708333333333333,0.22916666666666666
18,-424.0948520699993,111,0.9094958396788919,0.0009073561303305816,0.0,0.1981981981981982,0.1981981981981982,0.34234234234234234,0.26126126126126126
19,-144.6226972843487,94,0.904966147144697,0.0009027251779484585,0.0,0.2978723404255319,0.20212765957446807,0.2765957446808511,0.22340425531914893
20,-2.2351813597507117,84,0.9004590144876992,0.0008981178609606956,0.0,0.32142857142857145,0.27380952380952384,0.25,0.15476190476190477
