Episode,Average_Reward,Maximum_Reward,Minimum_Reward
0,-415.26244789306537,-227.18808470222552,-574.9217538967413
50,-377.92451269372003,-190.31341800120236,-578.288512469532
100,-137.94813637528696,-109.11246644655475,-157.89036328187572
150,-149.5836445754306,-83.90367528638632,-169.88449646771144
200,-155.41182900271764,-98.33848436389842,-250.2192017380511
250,-72.09884383128558,9.332443713480043,-123.83980240414762
300,217.6041230361071,261.2478071130707,112.33007417173528
350,203.64116340081583,291.60453317266206,20.63783471262761
400,244.4057570873807,295.3150355098315,124.73528710124246
450,224.95078645508414,298.0166929159867,90.04119502648103
500,193.6957607802496,285.8281328287993,-22.809878154453955
550,220.71399748862777,299.5960354160502,27.533606245130272
600,191.79348594860537,284.6045965449903,4.215023927757059
650,212.35794130967787,302.6572620728445,22.519679925250614
700,189.08750068677648,293.9857471427518,8.076092202166109
750,212.96980133728266,291.5790489237131,-35.94123681105841
800,227.0410240722415,288.3383127104978,-46.50119424839268
850,259.4261627268226,298.76560024105936,198.85056343534256
900,204.7577638038635,277.32099403071356,88.1473129311628
950,241.81274696660216,296.9190217157119,100.91010121350395
