Episode,Total_Reward,Steps,Epsilon,Learning_Rate,Average_Loss,Action_0_Percentage,Action_1_Percentage,Action_2_Percentage,Action_3_Percentage
0,-403.65652472489637,81,0.9950195566196387,0.000994896213044336,0.0,0.18518518518518517,0.19753086419753085,0.25925925925925924,0.35802469135802467
1,-95.37254535466792,70,0.9900639180555424,0.0009898184747299606,0.0,0.2571428571428571,0.18571428571428572,0.21428571428571427,0.34285714285714286
2,-77.67435391773243,67,0.9851329607687281,0.0009847666521101584,0.0,0.208955223880597,0.31343283582089554,0.2537313432835821,0.22388059701492538
3,-119.33206175407831,66,0.9802265618354918,0.0009797406129167456,0.0,0.3181818181818182,0.2878787878787879,0.21212121212121213,0.18181818181818182
4,-60.048521382937935,67,0.975344598944344,0.0009747402255566067,0.0,0.3283582089552239,0.22388059701492538,0.16417910447761194,0.2835820895522388
5,-100.07288293959652,111,0.9704869503929605,0.0009697653591082497,0.0,0.22522522522522523,0.26126126126126126,0.26126126126126126,0.25225225225225223
6,-134.84296465286775,131,0.9656534950851489,0.000964815883318378,0.0,0.2824427480916031,0.2366412213740458,0.2595419847328244,0.22137404580152673
7,-218.36109154441596,95,0.9608441125278293,0.0009598916685984801,0.0,0.2631578947368421,0.18947368421052632,0.2736842105263158,0.2736842105263158
8,-158.38151327805875,111,0.956058682828031,0.0009549925860214364,0.0,0.25225225225225223,0.25225225225225223,0.25225225225225223,0.24324324324324326
9,-65.1751167611437,100,0.9512970866899032,0.0009501185073181442,0.0,0.22,0.28,0.23,0.27
10,-151.05665402279757,105,0.9465592054117414,0.0009452693048741588,0.0,0.21904761904761905,0.2857142857142857,0.20952380952380953,0.2857142857142857
11,-341.89143888682133,120,0.9418449208830285,0.0009404448517263523,0.0,0.21666666666666667,0.3,0.26666666666666666,0.21666666666666667
12,-127.11021902134826,118,0.9371541155814898,0.0009356450215595899,0.0,0.2627118644067797,0.2457627118644068,0.3220338983050847,0.1694915254237288
13,-282.2689378365437,91,0.9324866725701636,0.000930869688703422,0.0,0.21978021978021978,0.25274725274725274,0.23076923076923078,0.2967032967032967
14,-183.79398444174936,66,0.9278424754944864,0.0009261187281287943,0.0,0.25757575757575757,0.3484848484848485,0.16666666666666666,0.22727272727272727
15,-398.11588777129265,87,0.9232214085793918,0.0009213920154447743,0.0,0.21839080459770116,0.3563218390804598,0.26436781609195403,0.16091954022988506
16,-232.4212035488748,99,0.9186233566264248,0.0009166894268952941,0.0,0.20202020202020202,0.37373737373737376,0.20202020202020202,0.2222222222222222
17,-61.17027035745645,71,0.9140482050108695,0.0009120108393559106,0.0,0.18309859154929578,0.30985915492957744,0.23943661971830985,0.2676056338028169
18,-86.55226257253805,74,0.9094958396788919,0.0009073561303305816,0.0,0.24324324324324326,0.22972972972972974,0.25675675675675674,0.2702702702702703
