Episode,Total_Reward,Steps,Epsilon,Learning_Rate,Average_Loss,Action_0_Percentage,Action_1_Percentage,Action_2_Percentage,Action_3_Percentage
0,-73.19435733821499,88,0.9950195566196387,0.000994896213044336,0.0,0.2727272727272727,0.22727272727272727,0.2840909090909091,0.2159090909090909
1,-287.6587654006064,92,0.9900639180555424,0.0009898184747299606,0.0,0.29347826086956524,0.21739130434782608,0.2391304347826087,0.25
2,-104.4150174687047,113,0.9851329607687281,0.0009847666521101584,0.0,0.23008849557522124,0.23008849557522124,0.24778761061946902,0.2920353982300885
3,-105.77659064501849,87,0.9802265618354918,0.0009797406129167456,0.0,0.21839080459770116,0.21839080459770116,0.26436781609195403,0.2988505747126437
4,-176.4966720400043,75,0.975344598944344,0.0009747402255566067,0.0,0.32,0.14666666666666667,0.26666666666666666,0.26666666666666666
5,-378.2706913843751,100,0.9704869503929605,0.0009697653591082497,0.0,0.26,0.17,0.28,0.29
6,-207.36754583157384,72,0.9656534950851489,0.000964815883318378,0.0,0.20833333333333334,0.2361111111111111,0.25,0.3055555555555556
7,-188.18016803675488,83,0.9608441125278293,0.0009598916685984801,0.0,0.26506024096385544,0.24096385542168675,0.3253012048192771,0.1686746987951807
8,-163.29762234921168,106,0.956058682828031,0.0009549925860214364,0.0,0.24528301886792453,0.24528301886792453,0.27358490566037735,0.2358490566037736
9,-180.54436105137972,142,0.9512970866899032,0.0009501185073181442,0.0,0.19718309859154928,0.2112676056338028,0.31690140845070425,0.2746478873239437
10,-95.3195903504833,111,0.9465592054117414,0.0009452693048741588,0.0,0.17117117117117117,0.2702702702702703,0.3063063063063063,0.25225225225225223
11,-439.1626891241423,112,0.9418449208830285,0.0009404448517263523,0.0,0.23214285714285715,0.2767857142857143,0.29464285714285715,0.19642857142857142
12,-245.95026157244814,94,0.9371541155814898,0.0009356450215595899,0.0,0.23404255319148937,0.22340425531914893,0.26595744680851063,0.2765957446808511
13,-457.11735888506706,95,0.9324866725701636,0.000930869688703422,0.0,0.24210526315789474,0.2,0.28421052631578947,0.2736842105263158
14,-81.41167978208385,76,0.9278424754944864,0.0009261187281287943,0.0,0.25,0.21052631578947367,0.32894736842105265,0.21052631578947367
15,-196.11268607350087,82,0.9232214085793918,0.0009213920154447743,0.0,0.23170731707317074,0.2804878048780488,0.24390243902439024,0.24390243902439024
16,-128.7972598830251,96,0.9186233566264248,0.0009166894268952941,0.0,0.22916666666666666,0.22916666666666666,0.3333333333333333,0.20833333333333334
17,-385.8823270801735,101,0.9140482050108695,0.0009120108393559106,0.0,0.22772277227722773,0.2376237623762376,0.22772277227722773,0.3069306930693069
18,-75.08573647023857,108,0.9094958396788919,0.0009073561303305816,0.0,0.26851851851851855,0.2037037037037037,0.3425925925925926,0.18518518518518517
19,-1.5431687704085277,104,0.904966147144697,0.0009027251779484585,0.0,0.23076923076923078,0.2403846153846154,0.2980769230769231,0.23076923076923078
20,-178.08098769876224,72,0.9004590144876992,0.0008981178609606956,0.0,0.2638888888888889,0.25,0.2361111111111111,0.25
21,-88.2420804674205,146,0.8959743293497072,0.0008935340587372753,0.0,0.2876712328767123,0.2054794520547945,0.3150684931506849,0.1917808219178082
22,-148.124831935313,82,0.8915119799321238,0.0008889736512638504,0.0,0.12195121951219512,0.34146341463414637,0.3048780487804878,0.23170731707317074
23,-307.02289529042474,112,0.8870718549931581,0.0008844365191386009,0.0,0.15178571428571427,0.25892857142857145,0.29464285714285715,0.29464285714285715
24,-173.95965237277116,87,0.8826538438450526,0.0008799225435691082,0.0,0.1839080459770115,0.19540229885057472,0.40229885057471265,0.21839080459770116
25,-92.62224589713507,81,0.878257836351324,0.0008754316063692454,0.0,0.3333333333333333,0.24691358024691357,0.24691358024691357,0.1728395061728395
26,-552.1275615144036,114,0.8738837229240176,0.0008709635899560819,0.0,0.2807017543859649,0.13157894736842105,0.3508771929824561,0.23684210526315788
27,-317.51689045827595,93,0.8695313945209752,0.0008665183773468056,0.0,0.20430107526881722,0.20430107526881722,0.34408602150537637,0.24731182795698925
28,-66.74942466551191,122,0.8652007426431169,0.0008620958521556597,0.0,0.2459016393442623,0.23770491803278687,0.28688524590163933,0.22950819672131148
29,-90.29584716450582,80,0.8608916593317363,0.0008576958985908955,0.0,0.275,0.1875,0.275,0.2625
30,-62.8143172289519,88,0.8566040371658092,0.0008533184014517406,0.0,0.29545454545454547,0.19318181818181818,0.3409090909090909,0.17045454545454544
